Sentiment,labels,clean_sentiment
"This supernatural Peter Weir thriller is truly one of the most haunting and fascinating movies ever seen. Richard Chamberlain does his best performance here as the Australian lawyer who defends a group of young Aborigins accused of murder. As he gets closer on the case, he discovers more about the main defendant, Chris, and not least about himself. Chris tells him that he is a Mulkurul, which appear to be a race of supernatural beings that lived in Australia thousands of years ago. At the same time, extraordinary high rainfall seems to confirm the Aboriginal prophecy of the coming of the LAST WAVE, the one that will drown the world.<br /><br />The dream sequences and the supernatural effects enhance this movie and make it a spectacular experience. Olivia Hamnett and David Gulpilil are solid in the supporting roles, as well as the chap with the difficult name who plays Charlie, the old Aborigin who can turn into an owl. The climax and the ending don't disappoint, in contrast to many other supernatural thrillers who fall flat after a promising hour or so. However, this can not be called a pure thriller. It is a drama as well and talks about spirituality and spiritual identity in the modern world. A masterful work by Peter Weir, the master of visually stunning dramas.",pos,supernatural peter weir thriller truly one haunting fascinating movies ever seen richard chamberlain best performance australian lawyer defends group young aborigins accused murder gets closer case discovers main defendant chris least chris tells mulkurul appear race supernatural beings lived australia thousands years ago time extraordinary high rainfall seems confirm aboriginal prophecy coming last wave one drown worldbr br dream sequences supernatural effects enhance movie make spectacular experience olivia hamnett david gulpilil solid supporting roles well chap difficult name plays charlie old aborigin turn owl climax ending dont disappoint contrast many supernatural thrillers fall flat promising hour however called pure thriller drama well talks spirituality spiritual identity modern world masterful work peter weir master visually stunning dramas
"A film that dramatized an understandable reluctance to face the inevitable coming of the the second world war, when a Spanish Republican, sent by his soon to be overthrown government, (Charles Boyer) infiltrates himself into England looking for support for his cause by trying to influence wealthy mine owners not to sell coal to the fascists back in Spain. He upsets the locals, getting convincingly beaten in one scene, and later in the film facing an angry crowd of miners who see him as yet another threat to their shaky livelihood. Notwithstanding socio-economic hierarchy, xenophobia, and world politics, this film expertly delves into a dark and suspenseful intrigue involving unfaithful compatriots played by Katina Paxinou and Peter Lorre, and is expertly filmed in numerous darkly lit scenes set in a dreary hotel by James Wong Howe, and manages more than once to get under your skin.",pos,film dramatized understandable reluctance face inevitable coming second world war spanish republican sent soon overthrown government charles boyer infiltrates england looking support cause trying influence wealthy mine owners sell coal fascists back spain upsets locals getting convincingly beaten one scene later film facing angry crowd miners see yet another threat shaky livelihood notwithstanding socioeconomic hierarchy xenophobia world politics film expertly delves dark suspenseful intrigue involving unfaithful compatriots played katina paxinou peter lorre expertly filmed numerous darkly lit scenes set dreary hotel james wong howe manages get skin
"Jörg Buttgereit goes a bit too far with his movies and themes at times, even for my taste but his movies are always something special and hard to classify. They are artistically made, with also often deeper meaning to its themes. This movie is a perfect example of his work.<br /><br />It's also really hard to label this movie. It's not really a movie with a story to it, in a sense of having a beginning, middle and end in it. It also doesn't have a main character but instead focuses on 7 different suicides and killings, on 7 different days.<br /><br />All different stories are being told with lots of class, though some of them are of course more 'interesting' and realistic than the others. They are not necessarily connected but yet together they still tell a story. The movie doesn't feel disjointed at all. All different stories have a different feel to it and Buttgereit tells the story without hardly using any words (also typical for his style) but instead lets the images and obvious sensible emotions of the characters tell the entire story. It helps to make this movie an effective one to watch.<br /><br />Again, the production values all aren't too high and this might be something that might scare off some people. It however helps for this particular movie to set the right tone and atmosphere for the entire movie and its dark, disturbing and depressing themes.<br /><br />A Buttgereit movie that I 'enjoyed' watching.<br /><br />7/10",pos,jörg buttgereit goes bit far movies themes times even taste movies always something special hard classify artistically made also often deeper meaning themes movie perfect example workbr br also really hard label movie really movie story sense beginning middle end also doesnt main character instead focuses 7 different suicides killings 7 different daysbr br different stories told lots class though course interesting realistic others necessarily connected yet together still tell story movie doesnt feel disjointed different stories different feel buttgereit tells story without hardly using words also typical style instead lets images obvious sensible emotions characters tell entire story helps make movie effective one watchbr br production values arent high might something might scare people however helps particular movie set right tone atmosphere entire movie dark disturbing depressing themesbr br buttgereit movie enjoyed watchingbr br 710
"Dark Angel is a cross between Huxley's Brave New World and Percy's Love in the Ruins--portraying the not too distant future as a disturbing mixture of chaos and order, both in the worst sense of the word. Once one swallows the premise that all modern technology can be brought to a standstill by ""the Pulse,"" it provides an entertaining landscape for exploring the personalities of and relationships between the two primary characters--Max (the Dark Angel/bike messenger) and Logan (the rich rebel). It seems uneven, perhaps a result of a variety of authors, but is held together by the energetic, beautiful, and charming Jessica Alba, who seems both strong and calloused yet vulnerable and sensitive. I think that Fox has done it again.",pos,dark angel cross huxleys brave new world percys love ruinsportraying distant future disturbing mixture chaos order worst sense word one swallows premise modern technology brought standstill pulse provides entertaining landscape exploring personalities relationships two primary charactersmax dark angelbike messenger logan rich rebel seems uneven perhaps result variety authors held together energetic beautiful charming jessica alba seems strong calloused yet vulnerable sensitive think fox done
"The sexploitation movie era of the late sixties and early seventies began with the allowance of gratuitous nudity in mainstream films and ended with the legalization of hardcore porn. It's peak years were between 1968 and 1972. One of the most loved and talented actresses of the era was Monica Gayle, who had a small but fanatic cult of followers. She was actually able to act, unlike many who filled the lead roles of these flicks, and her subsequent credits proved it. And her seemingly deliberate fade into obscurity right when her career was taking off only heightens her mystique.<br /><br />Gary Graver, the director, was also a talent; probably too talented for the sexploitation genre, and his skill, combined with Monica Gayle's screen presence, makes Sandra, the Making of a Woman, a pleasantly enjoyable experience. The film never drags and you won't have your finger pressed on the fast-forward button.",pos,sexploitation movie era late sixties early seventies began allowance gratuitous nudity mainstream films ended legalization hardcore porn peak years 1968 1972 one loved talented actresses era monica gayle small fanatic cult followers actually able act unlike many filled lead roles flicks subsequent credits proved seemingly deliberate fade obscurity right career taking heightens mystiquebr br gary graver director also talent probably talented sexploitation genre skill combined monica gayles screen presence makes sandra making woman pleasantly enjoyable experience film never drags wont finger pressed fastforward button
"Tarzan and his mate(1934) was the only Tarzan movie I didn't see when I was a kid. It sounded boring. Now I have seen it. I have seen the ape man(1932) about a hundred times and I keep a copy on my drive. It's a remarkable movie. It's almost flawless. Tarzan and his mate(1934) however, falters. It's not harmonic and it's parts tend to live a life of there own. The parts themselves are often very good and the action sequences are great. Big budget expensive. Tarzan himself is co-starring. Jane dominates. She have developed and have become a jungle girl so sexy I tend to forget about criticism and sing her praise instead. Well. She let her be duped by a crock who steels a kiss from her and later murder an elephant. She insists Tarzan to carry a bracelet who belonged to her father. Forever. The thing would split to pieces the moment he went about his businesses in the jungle. Stupid? Later someone founds it in the river. Well it's supposed to proof Tarzan is dead. Some cheap drama. The crocks who has an obvious interest in a dead Tarzan convince Jane that he is gone. She takes their words for granted and want to be taken away(to England). Stupid Jane seems to have forgot how tough Tarzan is, how hard he is to kill. The caravan is leaving and Jane go along. Again a pothole. She could easily make the caravan rest for a few hours or more, to pick up a few things and say goodbye to the jungle and her dead husband. She could be smart. She could dive where they found the floating bracelet, check the banks for traces. She can make fire in 15 seconds and swing in Liana's. Picking up traces shouldn't be too hard for jungle Jane. She could talk to the apes, and so on. If she get home to England without have done this she would become miserable. Jane is smart but cheap drama brings her down. And why on earth is she letting the kiss rapist get away with ""I blame myself as much as you"". A punishment for being vane perhaps? Nonsense. Struggle, a hard slap and telling Tarzan would be appropriate. Still. This movie is far from bad even if the potholes are many and sometimes deep. Just lean back and enjoy. It's Tarzan and Jane for God sake.",pos,tarzan mate1934 tarzan movie didnt see kid sounded boring seen seen ape man1932 hundred times keep copy drive remarkable movie almost flawless tarzan mate1934 however falters harmonic parts tend live life parts often good action sequences great big budget expensive tarzan costarring jane dominates developed become jungle girl sexy tend forget criticism sing praise instead well let duped crock steels kiss later murder elephant insists tarzan carry bracelet belonged father forever thing would split pieces moment went businesses jungle stupid later someone founds river well supposed proof tarzan dead cheap drama crocks obvious interest dead tarzan convince jane gone takes words granted want taken awayto england stupid jane seems forgot tough tarzan hard kill caravan leaving jane go along pothole could easily make caravan rest hours pick things say goodbye jungle dead husband could smart could dive found floating bracelet check banks traces make fire 15 seconds swing lianas picking traces shouldnt hard jungle jane could talk apes get home england without done would become miserable jane smart cheap drama brings earth letting kiss rapist get away blame much punishment vane perhaps nonsense struggle hard slap telling tarzan would appropriate still movie far bad even potholes many sometimes deep lean back enjoy tarzan jane god sake
"This is a racist movie, but worthy of study and enjoyment. First time through it the natural inclination is to focus on Erbe & Dad. They have a relaxed, peaceful thing going, what with her still at home about to graduate from high school, and him retired and kicking back waiting for inspiration to do something. Second time through you realize how horribly the sister's husband is dissed by her friends in the backwoods blues bar. He takes it, it's the thing to do these days, and the critical moment passes as if they were chatting about the weather. In that same scene the sister's blues song is a real tear-jerker if you're the least bit sensitive and like that kind of music. Her performance feels like the climax of the story; a blues story with the good guys being ""people of color"" in their element in backwoods, SC. Meanwhile, all the white folk in the movie lead what appears to be shallow meaningless lives fit only for making babies. That's cool, long as you recognize it as fiction.",pos,racist movie worthy study enjoyment first time natural inclination focus erbe dad relaxed peaceful thing going still home graduate high school retired kicking back waiting inspiration something second time realize horribly sisters husband dissed friends backwoods blues bar takes thing days critical moment passes chatting weather scene sisters blues song real tearjerker youre least bit sensitive like kind music performance feels like climax story blues story good guys people color element backwoods sc meanwhile white folk movie lead appears shallow meaningless lives fit making babies thats cool long recognize fiction
"What was there about 1939 that helped produce so many excellent Hollywood films? Well, whatever it was, the magic may also be found in this Columbia picture. It's a long forgotten screwball comedy that Turner Classic Movies has begun to show. (Maltin's movie book does not contain it.) In nearly every department, Amazing Mr. Williams is a jewel.<br /><br />It's the story of a first-rate police detective who can never find the time to marry his intended. As the wedding bells are about to ring, he gets called to the scene of a murder. The lady in question has to learn the hard way not only to enjoy the pursuit of criminals but to belong to the police force. There are a lot of laughs in the process.<br /><br />Melvyn Douglas proved again that he had few peers in light comedy. Joan Blondell was at the peak of her career and is a delight. Edward Brophy and Donald McBride are hilarious.<br /><br />The film goes on a bit too long, but who cares? The screwball comedies are always able to entertain, and this film belongs right in there with the best.",pos,1939 helped produce many excellent hollywood films well whatever magic may also found columbia picture long forgotten screwball comedy turner classic movies begun show maltins movie book contain nearly every department amazing mr williams jewelbr br story firstrate police detective never find time marry intended wedding bells ring gets called scene murder lady question learn hard way enjoy pursuit criminals belong police force lot laughs processbr br melvyn douglas proved peers light comedy joan blondell peak career delight edward brophy donald mcbride hilariousbr br film goes bit long cares screwball comedies always able entertain film belongs right best
"This film has a lot of strong points. It has one of the best horror casts outside of the Lugosi-Karloff-Chaney circle: Lionel Atwill, Fay Wray, and Dwight Frye, plus leading man Melvyn Douglas. It's got all the right ingredients: bats, a castle with lots of stone staircases, a mad scientist, townspeople waving torches and hunting vampires, an ""Igor""-type character, a beautiful girl, even a goofy-haired Burgomeister. The soft-focus camera work is moody and imaginative. There's even some good comic relief nicely spaced throughout the script.<br /><br />But it's not really a monster movie because there is nothing supernatural going on in ""Kleinschloss"" (""little castle""). The plot revolves around the generic crazy scientist (nicely played by Atwill) who values his work more highly than human lives.<br /><br />It's not top-tier material, because of a ho-hum resolution of the plot and some embarrassingly bad dialog for Dwight Frye. But it's worth a look if you like early b/w horror pictures.",pos,film lot strong points one best horror casts outside lugosikarloffchaney circle lionel atwill fay wray dwight frye plus leading man melvyn douglas got right ingredients bats castle lots stone staircases mad scientist townspeople waving torches hunting vampires igortype character beautiful girl even goofyhaired burgomeister softfocus camera work moody imaginative theres even good comic relief nicely spaced throughout scriptbr br really monster movie nothing supernatural going kleinschloss little castle plot revolves around generic crazy scientist nicely played atwill values work highly human livesbr br toptier material hohum resolution plot embarrassingly bad dialog dwight frye worth look like early bw horror pictures
"hi, im scott (A.K.A woody7739) i Love the film Twisted Desire, And i love watching Melissa Joan Hart on the t.v as i think she is fine. I am a real fan of sabrina the teenage witch too, so this helped my watch it (don't ask). i love the way that nicole plans out her parents murder very carfully, as she makes sure that someone else pulls the trigger and practices on the bottles, so she wont give away her fingerprints (a very well planned out idea), back i guess it all backfired on nicole as she got caught as her old boyfriend comes along and puts a hidden camera under his shirt. i give this film a nine out of ten, and put it in MY top 10 films list. And last but not least if anyone see's this film in the shops please tell me as i seen it on tv and didn't record it. bye",pos,hi im scott aka woody7739 love film twisted desire love watching melissa joan hart tv think fine real fan sabrina teenage witch helped watch dont ask love way nicole plans parents murder carfully makes sure someone else pulls trigger practices bottles wont give away fingerprints well planned idea back guess backfired nicole got caught old boyfriend comes along puts hidden camera shirt give film nine ten put top 10 films list last least anyone sees film shops please tell seen tv didnt record bye
"These are excerpts from a nine-page ""Memo to Mr. Cohn from Mr. Welles"", written after Orson had seen studio mogul Harry Cohn's edited version of the picture (he took an hour out): <br /><br />""...The preview title music was written by a first rate composer, George Antheil. Although not written for our picture at all, this temporary title music had an atmosphere of darkness and menace combined with something lush and romantic which made it acceptable...The only musical idea which seems to have occurred to this present composer (Heinz Roemheld) is the rather weary one of using a popular song--the ""theme""--in as many arrangements as possible. Throughout we have musical references to ""Please Don't Kiss Me"" for almost every bridge and also for a great deal of the background material. The tune is pleasing, it may do very well on the Hit Parade--but Lady from Shanghai is not a musical comedy...Mr. Roemheld is an ardent devotee of an old-fashioned type of scoring now referred to in our business as ""Disney"". In other words, if somebody falls down, he makes a ""falling down"" sound in the orchestra, etc., etc...If the lab had scratched initials and phone numbers all over the negative, I couldn't be unhappier about the results...Just before I left to go abroad, I asked Vi (Viola Lawrence, the editor) to make a cut which would involve dropping the near accident with the taxi-cab and also quite a bit of dialogue. I am convinced that this would have been an excellent cut...saving much needed footage in the slow opening sequence (this was not done, accounting for the main weaknesses of the film's opening reel)...There is nothing in the fact of Rita's diving to warrant a big orchestral crescendo...What does matter is Rita's beauty...the evil overtones suggested by Grigsby's character, and Michael's bewilderment. Any or all of these items might have inspired the music. Instead, the dive is treated as though it were a major climax or some antic moment in a Silly Symphony: a pratfall by Pluto the Pup, or a wild jump into space by Donald Duck...There is no sound atmosphere on the boat. A little wind and water is sorely missed. There's no point in photographing a scene on a real boat if you make it sound as though it all happened in front of a process screen...At the start of the picnic sequence...in the temporary score, we used a very curious, sexy Latin-American strain...This has been replaced with a corny ""dramatic"" sequel--bad stock stuff...This sort of music destroys that quality of strangeness which is exactly what might have saved Lady from Shanghai from being just another whodunit...There is a big musical outburst after Grigsby's line, ""I want you to kill him."" This is absurd...The Hawaiian guitar music which comes out of the radio...was supposed to be corny enough to make a certain satirical point. As it stands now, it's on about the same level as the rest of the scoring. Nobody in the audience could possibly suspect that we're kidding...The aquarium scene needs more echo. ""Please Don't Kiss Me"" is in again!...A bad dubbing job and poor scoring has destroyed the character of Michael's run down the pier. From the gunshot through to the phone call, a careful pattern of voices had been built up with the expenditure of much time and effort. For some reason, this has all been junked in favor of a vague hullabaloo. As a result, the whole sequence seems dull...The audience should feel at this point, along with Michael, that maybe they are going crazy. The new dubbing job can only make them feel that maybe they're going to sleep...The gun battle with the breaking mirrors must not be backed with music...The closing music again makes reference to ""Please Don't Kiss Me""...This finale is obvious to the point of vulgarity, and does incalculable injury to the finish of the picture.""<br /><br />All of these edits from Orson were ignored",pos,excerpts ninepage memo mr cohn mr welles written orson seen studio mogul harry cohns edited version picture took hour br br preview title music written first rate composer george antheil although written picture temporary title music atmosphere darkness menace combined something lush romantic made acceptablethe musical idea seems occurred present composer heinz roemheld rather weary one using popular songthe themein many arrangements possible throughout musical references please dont kiss almost every bridge also great deal background material tune pleasing may well hit paradebut lady shanghai musical comedymr roemheld ardent devotee oldfashioned type scoring referred business disney words somebody falls makes falling sound orchestra etc etcif lab scratched initials phone numbers negative couldnt unhappier resultsjust left go abroad asked vi viola lawrence editor make cut would involve dropping near accident taxicab also quite bit dialogue convinced would excellent cutsaving much needed footage slow opening sequence done accounting main weaknesses films opening reelthere nothing fact ritas diving warrant big orchestral crescendowhat matter ritas beautythe evil overtones suggested grigsbys character michaels bewilderment items might inspired music instead dive treated though major climax antic moment silly symphony pratfall pluto pup wild jump space donald duckthere sound atmosphere boat little wind water sorely missed theres point photographing scene real boat make sound though happened front process screenat start picnic sequencein temporary score used curious sexy latinamerican strainthis replaced corny dramatic sequelbad stock stuffthis sort music destroys quality strangeness exactly might saved lady shanghai another whodunitthere big musical outburst grigsbys line want kill absurdthe hawaiian guitar music comes radiowas supposed corny enough make certain satirical point stands level rest scoring nobody audience could possibly suspect kiddingthe aquarium scene needs echo please dont kiss againa bad dubbing job poor scoring destroyed character michaels run pier gunshot phone call careful pattern voices built expenditure much time effort reason junked favor vague hullabaloo result whole sequence seems dullthe audience feel point along michael maybe going crazy new dubbing job make feel maybe theyre going sleepthe gun battle breaking mirrors must backed musicthe closing music makes reference please dont kiss methis finale obvious point vulgarity incalculable injury finish picturebr br edits orson ignored
"It's funny. It's not Arthur Miller or T.S. Elliot, but man this is funny. Kline and Fields are great. (Her toss-off line ""God, you are so disGUSting"" as she climbs in his window - great! Kline's running into the door after scoping out Teri Hatcher - great too!) Robert Downey Jr. and Kathy Moriarty work together flawlessly - until he finds out who she really is... a soap opera turn if there every was one!<br /><br />The scene near the end in the chinese dining area had my kids and I rolling on the floor - that scene alone is worth the rental price.<br /><br />Doesn't solve any world problems or show the seemy underbelly of daytime T.V. (I hope). Just a lot of fun.",pos,funny arthur miller ts elliot man funny kline fields great tossoff line god disgusting climbs window great klines running door scoping teri hatcher great robert downey jr kathy moriarty work together flawlessly finds really soap opera turn every onebr br scene near end chinese dining area kids rolling floor scene alone worth rental pricebr br doesnt solve world problems show seemy underbelly daytime tv hope lot fun
"Sometimes I just want to laugh. Don't you? No analyzing, no critiquing and no looking for deeper meaning. Rent this movie, watch it all and laugh your ass off. Don't want to admit you liked it? Fine. But don't trash it here when you and I both know you liked it. It's Damn funny!",pos,sometimes want laugh dont analyzing critiquing looking deeper meaning rent movie watch laugh ass dont want admit liked fine dont trash know liked damn funny
"There isn't a whole lot going on in this story -- just two men employing very different ways of handling memories of Vietnam. But what it lacks in premise, it more than makes up for in acting and realism. It's a quiet film about the bonds of friendship and shared experience. We even get romance (not gratuitous -- just another very real piece of this story). It's well worth seeing.",pos,isnt whole lot going story two men employing different ways handling memories vietnam lacks premise makes acting realism quiet film bonds friendship shared experience even get romance gratuitous another real piece story well worth seeing
"Visconti's first film has all his trademark visual flair and immaculate technique, accompanied by compelling performances from Massimo Girotti as the handsome drifter and, best of all, Clara Calamai as the fabulous, frantic Giovanna. Remade several times as 'The Postman Rings Twice' but never bettered. Can't believe this was the man's first film! It shows the confidence of someone at the zenith of their career.",pos,viscontis first film trademark visual flair immaculate technique accompanied compelling performances massimo girotti handsome drifter best clara calamai fabulous frantic giovanna remade several times postman rings twice never bettered cant believe mans first film shows confidence someone zenith career
"This movie was directed by Victor Nunez who also wrote the screenplay (Ulee's Gold). Nice and straightforward writing, that was nominated for the Independent Spirit Award, looking at Ruby's day to day life. What we see is a slice in the life of the young woman Ruby. Ashley Judd (Sisters) won the Independent Spirit Award Best Female Lead for this role. Ruby is starting to live on her own and establishing her own identity. She explores jobs, friendships, boy friends, sex, a typical young adult search. The movie won Grand Jury Prize at the Sundance Film Festival. As an independent film enthusiast I picked the movie because of Sundance. I appreciate this type of movie, because it does not carry the Hollywood baggage.<br /><br />Although the stories are completely different this reminded me of Nobody's Fool, staring Paul Newman. The later movie is a slice of the daily life of a common man. I like that. The story is very nicely told, and all we had to do was sit and enjoy the story. The only thing I am not sure about is the title. I am sure that there are not that many bugs, and flies in paradise as there are in Florida. As I am allergic to mosquitos, Florida is no paradise to me, I itch all over thinking about Florida. I turn into a complete red boil. I recommend this movie! Favorite scenes: Ruby and her friend Rochelle Bridges, played by Allison Dean walking at the beach of Panama City, Florida. Indeed the sand is very white. I have been there. Favorite Quotes: ""Necessity has always been a good excuse."" ""All that fuss over finding a man is not at all different now, who is going to be and when and why.""<br /><br />",pos,movie directed victor nunez also wrote screenplay ulees gold nice straightforward writing nominated independent spirit award looking rubys day day life see slice life young woman ruby ashley judd sisters independent spirit award best female lead role ruby starting live establishing identity explores jobs friendships boy friends sex typical young adult search movie grand jury prize sundance film festival independent film enthusiast picked movie sundance appreciate type movie carry hollywood baggagebr br although stories completely different reminded nobodys fool staring paul newman later movie slice daily life common man like story nicely told sit enjoy story thing sure title sure many bugs flies paradise florida allergic mosquitos florida paradise itch thinking florida turn complete red boil recommend movie favorite scenes ruby friend rochelle bridges played allison dean walking beach panama city florida indeed sand white favorite quotes necessity always good excuse fuss finding man different going whybr br
"So one person says, ""This movie is a beautiful, delicate exploration of West German life after World War II."" And the other says, ""Former Nazis living in bombed out buildings, and the movie is 'beautiful, delicate'?"" And the first sits there nodding, takes another sip of coffee. ""I can't explain. Just see it.""",pos,one person says movie beautiful delicate exploration west german life world war ii says former nazis living bombed buildings movie beautiful delicate first sits nodding takes another sip coffee cant explain see
"Joseph H. Lewis was one of the finest directors of film noir. This is surely his best.<br /><br />It doesn't have some of the standard features of what we now call film noir. Though American-made, it is set entirely in England. It lacks gangsters. It lacks a femme fatale. It does not lack crime.<br /><br />The title character answers an ad. She is overjoyed that she'll be making some money as a secretary. Instead, she wakes up days later as the pawn in a frightening plot. Only a very strong person could survive such a terrifyingly unsettling ordeal. And Nina Foch gives the sense of a strong woman as Julia.<br /><br />Part of the excitement comes from casting against type: Ms. Foch has an elegant manner. She is no screaming, cowering victim. She is actually a bit icy and patrician, albeit impecunious. This makes her character's plight all the more believable.<br /><br />Surely the single most fascinating element is the casting of Dame May Witty. She was (and is) probably most famous for the charming title character in ""The Lady Vanishes."" She has a sweet manner and a harmless, slightly dithering manner. But here she is far from a heroine.<br /><br />George Macready is excellent as her extremely troubled son. The whole cast, in fact, is superb.<br /><br />It seems that this famous and brilliant movie was made almost by accident. Undoubtedly the director knew exactly what he was doing. But he did it on a low budget. That is the thrill and charm of film noir, the real film noir: It is small, convincingly lowlife, and, in this case, unforgettable.",pos,joseph h lewis one finest directors film noir surely bestbr br doesnt standard features call film noir though americanmade set entirely england lacks gangsters lacks femme fatale lack crimebr br title character answers ad overjoyed shell making money secretary instead wakes days later pawn frightening plot strong person could survive terrifyingly unsettling ordeal nina foch gives sense strong woman juliabr br part excitement comes casting type ms foch elegant manner screaming cowering victim actually bit icy patrician albeit impecunious makes characters plight believablebr br surely single fascinating element casting dame may witty probably famous charming title character lady vanishes sweet manner harmless slightly dithering manner far heroinebr br george macready excellent extremely troubled son whole cast fact superbbr br seems famous brilliant movie made almost accident undoubtedly director knew exactly low budget thrill charm film noir real film noir small convincingly lowlife case unforgettable
"This film is wonderful in every way that modern action adventures are not. Take some time. Relax, enjoy. Think. People who see this movie as slow or plodding or dull really need to take a week off and watch it several times until their short attention span mind comes to grips with the possibility of being involved with a cause or even beautiful story in a beautiful place for no other reason than because it isn't hurrying to make the points you so emphatically need it to make in the short time alloted. At first I was apprehensive of Brosnan playing a native American. Given the story line though, I think it was apt casting. Now, back to my hermiting. -Jahfre",pos,film wonderful every way modern action adventures take time relax enjoy think people see movie slow plodding dull really need take week watch several times short attention span mind comes grips possibility involved cause even beautiful story beautiful place reason isnt hurrying make points emphatically need make short time alloted first apprehensive brosnan playing native american given story line though think apt casting back hermiting jahfre
"I must give How She Move a near-perfect rating because the content is truly great. As a previous reviewer commented, I have no idea how this film has found itself in IMDBs bottom 100 list! That's absolutely ridiculous! Other films--particular those that share the dance theme--can't hold a candle to this one in terms of its combination of top-notch, believable acting, and amazing dance routines.<br /><br />From start to finish the underlying story (this is not just about winning a competition) is very easy to delve into, and surprisingly realistic. None of the main characters in this are 2-dimensional by any means and, by the end of the film, it's very easy to feel emotionally invested in them. (And, even if you're not the crying type, you might get a little weepy-eyed before the credits roll.) <br /><br />I definitely recommend this film to dance-lovers and, even more so, to those who can appreciate a poignant and well-acted storyline. How She Move isn't perfect of course (what film is?), but it's definitely a cut above movies that use pretty faces to hide a half-baked plot and/or characters who lack substance. The actors and settings in this film make for a very realistic ride that is equally enthralling thanks to the amazing talent of the dancers!",pos,must give move nearperfect rating content truly great previous reviewer commented idea film found imdbs bottom 100 list thats absolutely ridiculous filmsparticular share dance themecant hold candle one terms combination topnotch believable acting amazing dance routinesbr br start finish underlying story winning competition easy delve surprisingly realistic none main characters 2dimensional means end film easy feel emotionally invested even youre crying type might get little weepyeyed credits roll br br definitely recommend film dancelovers even appreciate poignant wellacted storyline move isnt perfect course film definitely cut movies use pretty faces hide halfbaked plot andor characters lack substance actors settings film make realistic ride equally enthralling thanks amazing talent dancers
"The movie was a long awaited release, which where a bit disappointing because of the expectation's I had set up. When looking at it again I must say it is actually pretty OK. First of all is it very true to the original history (of course not completely) and is as such only made to keep the right for the movie. Modesty's history as a child is shown and is very true to the original. The acting is perhaps not the best around and the plot is a bit thin, but when you compare it to the 1966 Vitti movie is way better just because it is not trying to be a musical. Generally would I only recommend it to fans of Modesty Blaise or to someone who by catch it on the TV.",pos,movie long awaited release bit disappointing expectations set looking must say actually pretty ok first true original history course completely made keep right movie modestys history child shown true original acting perhaps best around plot bit thin compare 1966 vitti movie way better trying musical generally would recommend fans modesty blaise someone catch tv
"After the success of the second instalment, Richard Curtis and Ben Elton decided that Blackadder should have a third appearance. This time instead of Tudor times or Elizabethan times, Edmund Blackadder (BAFTA nominated Rowan Atkinson) is living in the time of the French Revolution. Accompanied by the now stupid but lovable Baldrick (Tony Robinson) Blackadder is the ""faithful"" butler to George, the Prince Regent of Wales (Hugh Laurie). Throughout this third series to the wonderfully written sitcom Blackadder tries everything he can to get rich and powerful. He tries electing a lord for a rotten borough, tries to sell a book, tries to win a bet about The Scarlet Pimpernel, tries to be a highway man and finally poses as the Prince. This is a very good instalment to the popular comedy. Includes appearances from Robbie Coltrane, Tim McInnerny, Miranda Richardson and Stephen Fry. It won the BAFTA for Best Comedy Series, and it was nominated for Best Design and Best Make Up. Rowan Atkinson was number 18 on The 50 Greatest British Actors, he was number 24 on The Comedians' Comedian, and he was number 8 on Britain's Favourite Comedian, Edmund Blackadder was number 3 on The 100 Greatest TV Characters, and he was number 3 on The World's Greatest Comedy Characters, and Blackadder (all four series) was number 2 on Britain's Best Sitcom. Outstanding!",pos,success second instalment richard curtis ben elton decided blackadder third appearance time instead tudor times elizabethan times edmund blackadder bafta nominated rowan atkinson living time french revolution accompanied stupid lovable baldrick tony robinson blackadder faithful butler george prince regent wales hugh laurie throughout third series wonderfully written sitcom blackadder tries everything get rich powerful tries electing lord rotten borough tries sell book tries win bet scarlet pimpernel tries highway man finally poses prince good instalment popular comedy includes appearances robbie coltrane tim mcinnerny miranda richardson stephen fry bafta best comedy series nominated best design best make rowan atkinson number 18 50 greatest british actors number 24 comedians comedian number 8 britains favourite comedian edmund blackadder number 3 100 greatest tv characters number 3 worlds greatest comedy characters blackadder four series number 2 britains best sitcom outstanding
"Another Aussie masterpiece, this delves into the world of the unknown and the supernatural, and it does very well. It doesn't resort to the big special effects overkill like American flicks, it focuses more on emotional impact. A relatively simple plot that Rebecca Gibney & Co. bring to life. It follows the story of a couple who buy an old house that was supposedly home to a very old woman who never went outside, and whose husband disappeared in mysterious circumstances a century ago. Strange things begin to happen in the house, and John Adam begins to turn into the man who disappeared, who was actually a mass murderer. Highly recommended. 8/10",pos,another aussie masterpiece delves world unknown supernatural well doesnt resort big special effects overkill like american flicks focuses emotional impact relatively simple plot rebecca gibney co bring life follows story couple buy old house supposedly home old woman never went outside whose husband disappeared mysterious circumstances century ago strange things begin happen house john adam begins turn man disappeared actually mass murderer highly recommended 810
